ad_id,list_id,subject,price,price_string,size,area_name,ward_name,location,body,date
175986143,132305665,"Trọ sinh viên-Bếp tách biệt-Tối đa (3, 2 nữ hoặc 2 nam hoặc nam nữ)",2200000,"2,2 triệu/tháng",25,Quận Liên Chiểu,Phường Hòa Minh,"16.0657336,108.1695504","Trọ sinh viên-Bếp tách biệt-Tối đa (3, 2 nữ hoặc 2 nam hoặc nam nữ)
- Tách biệt, ở không ảnh hưởng tới mn xung quanh là được;
- Nhà xe riêng;
- Mình bận và chỉ có 1 phòng trọ nên ưu tiên bạn dễ tính dễ ở;
Điện 3k5, nước 50k/01 bạn; 2 bạn cũng 50k, 3 bạn thì 100k",5 ngày trước
169711781,126893939,cho thuê giường đơn,1400000,"1,4 triệu/tháng",38,Quận Hải Châu,Phường Thuận Phước,"16.0873004,108.2193575","Dorm giá 1,4triệu/tháng có:
1.Điều hoà
2.tủ lạnh
3.Máy giặt
4.nhà xe rộng
5.bếp rộng.
6.wifi miễn phí
7.không chung chủ
8.ko ngập úng
Ko nhận người nước ngoài và xe điện
 Cao Xuân Dục,Thuận Phước,Hải châu",5 ngày trước
175946961,132271630,Còn *** 1 phòng trọ khu phần lăng cho thuê,1500000,"1,5 triệu/tháng",14,Quận Thanh Khê,Phường Thanh Khê Tây,"16.0752379,108.1739979","Còn 1 phòng cho thuê khu phần lăng. Mỗi phòng có vệ sinh và bếp riêng, có gác lửng.
Khu dân trí cao.
Điện nước có đồng hồ riêng tính giá nhà nước.
Kì đầu tiên thanh toán tiền phòng 3 tháng ngay khi vào.
Ưu tiên cho sinh viên  thuê
Vui lòng liên hệ vào cuối tuần hoặc là ngoài giờ hành chính",5 ngày trước
172594394,129386716,PHÒNG SLEEP BOX TRUNG TÂM ĐÀ NẴNG – CHO THUÊ DÀI HẠN,1700000,"1,7 triệu/tháng",10,Quận Hải Châu,Phường Hòa Thuận Tây,"16.0563947,108.2080777","🛏️ PHÒNG SLEEP BOX TRUNG TÂM ĐÀ NẴNG – CHO THUÊ DÀI HẠN 🛏️

Phòng sạch đẹp, riêng tư – phù hợp người đi làm, sinh viên ở lâu dài

Có máy lạnh, wifi, vệ sinh riêng

Giờ giấc tự do, không chung chủ

Ngay trung tâm, gần sân bay, chợ, siêu thị...

💰 Giá chỉ 1.700.000 – 1.800.000đ/tháng
➡️ Đã bao gồm toàn bộ chi phí (điện, nước, wifi...)

🇻🇳 Địa chỉ: 408 Nguyễn Tri Phương, Hải Châu, Đà Nẵng 
📩 Liên hệ: *** để xem phòng nhé!",5 ngày trước
175979199,132299623,cho thuê phòng 20-40m2 giá chỉ từ 4tr,4500000,"4,5 triệu/tháng",30,Quận Cẩm Lệ,Phường Hòa Xuân,"16.0208056,108.2356257","Dự án: 
Thông tin chi tiết: Một toà nhà trắng tinh, bo cong mềm mại giữa ngã tư – nhìn đơn giản nhưng lại rất “có gu”.
Nhà mới 100%
Ban ngày đón nắng, tối lên đèn lại mang một cảm giác rất riêng.
Đứng từ ban công nhìn xuống, là cả một khoảng xanh và nhịp sống chậm rãi phía dưới…

📍 Góc ngã tư Trung Lương 10 – vị trí thoáng, dễ tìm
☕ Chỉ 500m là có cafe cây & nước – đủ gần để tiện, đủ xa để yên tĩnh

Hiện còn 6 phòng lớn nhỏ:
💰 Giá từ 4tr5 – 7tr
🛋 Có thể setup full nội thất theo nhu cầu

Phù hợp cho ai thích:
– Không gian sáng, nhiều cửa kính
– Góc view thoáng, có chút “chill” mỗi ngày
– Một nơi ở không chỉ để ngủ, mà để tận hưởng

📞 Liên hệ (Call/Zalo): *** để xem phòng thực tế",5 ngày trước
175779919,132128999,"cho thuê phòng đầy đủ tiện nghi nghi tại 20 hòa an 10,hòa an,cẩm lễ.",1800000,"1,8 triệu/tháng",15,Quận Cẩm Lệ,Phường Hòa An,"16.0482589,108.1754804","Phòng có -giường,nệm,ra,chăn,gối,quoạt, tủ lạnh,máy giặt,bình nước nóng.Phòng thoáng mát mùa  hè,ấm mùa đông .Khu cao ráo, phòng trên lầu 2 không lo mưa bão,ngập lụt.Cách bến xe 400m, chợ 100m, gần ngân hàng,siêu thị và các dịch vụ thết yếu khác. Khu vực an ninh.Có chìa khóa riêng để tiện đi về.Thích hợp hợp với ai độc thân ",5 ngày trước
175876714,132211399,Phòng Đường An Nhơn Gần Phạm Văn Đồng,5500000,"5,5 triệu/tháng",25,Quận Sơn Trà,Phường An Hải Đông,"16.0641384,108.2362691","Dự án: 
Thông tin chi tiết: 📍 Vị trí: Đường An Nhơn, gần Phạm Văn Đồng Beach

* Chỉ vài phút ra biển Mỹ Khê
* Khu vực yên tĩnh, nhiều cafe và tiện ích
* Thuận tiện ở dài hạn, làm việc remote

✨ Phòng full nội thất:

* Giường lớn, nệm êm
* Tủ Lạnh
* Máy lạnh
* Tủ quần áo gỗ đẹp
* Không gian ấm cúng, nhiều ánh sáng
* Wifi mạnh ổn định

🍳 Có bếp chung sạch sẽ, tiện nấu ăn
🛵 Khu dân cư an ninh
🌴 Phù hợp:

* Người ở dài hạn
* Digital nomad
* Người làm việc gần biển",5 ngày trước
175799123,132145162,Phòng trọ đường Đồng Trí 4 gần ngay Bến Xe ĐH Sư Phạm Bách Khoa 2 tr,2000000,2 triệu/tháng,20,Quận Liên Chiểu,Phường Hòa Minh,"16.0657336,108.1695504","Dự án: 
Thông tin chi tiết: Cho thuê phòng trọ đường Đồng Trí 4 gần ngay Bến Xe, ĐH Sư Phạm, Bách Khoa, Duy Tân, CĐ FPT... Bến Xe, Ngã 3 Huế. Rộng 20m2, Có sẵn giường
Nhà xe, phơi đồ rộng rãi. 
Giá chỉ 2 triệu/ tháng. 
Liên hệ: ***",5 ngày trước
175488857,131879253,Phòng Trọ Gác Gần Sân Bay,3500000,"3,5 triệu/tháng",30,Quận Hải Châu,Phường Hòa Cường Bắc,"16.0423876,108.22223","Dự án: 
Thông tin chi tiết: 🏡CĂN TRỌ GÁC LỬNG TTTP ĐÀ NẴNG
📌Địa chỉ: 4X Trường Thi 2
- Số phòng: P201(có cửa sổ trời), P202(cửa thông gió nhỏ)
- Mô tả: loại trọ gác lửng có cửa thoáng, có kệ bếp, trang bị điều hoà nóng lạnh. 
Có tủ lạnh nệm, ở được 2 người

* có hỗ trợ sơn lại phòng nha
💰Giá: 3TR7, 3TR5
Tình trạng: trống sẵn",5 ngày trước
175973287,132294531,"Phòng trọ gác lửng full nội thất gần Làng Đại Học – Giá chỉ 2,5 triệu",2500000,"2,5 triệu/tháng",16,Quận Ngũ Hành Sơn,Phường Hoà Quý,"15.9861983,108.2411153","Dự án: 
Thông tin chi tiết: 📍 Gần Làng Đại Học, thuận tiện đi FPT, Cao đẳng nghề, Y Dược…
🛏 Có gác lửng rộng rãi, sạch sẽ
❄️ Full nội thất cơ bản
🌤 Phòng thoáng, có cửa sổ lấy ánh sáng tự nhiên
🔐 Khu an ninh, giờ giấc tự do
📶 Wifi đầy đủ

💰 Giá chỉ từ 2,5 triệu/tháng
📦 Dọn vào ở ngay
☎️ Liên hệ xem phòng trực tiếp",5 ngày trước
175969749,132291368,phòng giá rẻ nằm ngay trung tâm cầu giồng siêu thị đi lại an ninh tốt,6000000,6 triệu/tháng,37,Quận Sơn Trà,Phường An Hải Bắc,"16.0780916,108.2321704","Dự án: 
Thông tin chi tiết: Nhà tôi nằm ngay mặt tiền đường trung tâm siêu tiện đi lại an ninh tốt giá rẻ gần chợ gần trường gần các nơi tiện nghi",5 ngày trước
175923715,132251822,CHO THUÊ PHÒNG TRỌ,3500000,"3,5 triệu/tháng",20,Quận Hải Châu,Phường Hòa Cường Bắc,"16.0423876,108.22223","3 tháng cọc 1 . 
Phòng nhà mặt tiền sát chợ Hoà Cường . 
Có 2 phòng , có điều hoà , có toilet riêng . 
tầng 2 và 3 . yên tĩnh sạch thoáng .
Chỉ cho Nữ thuê . ưu tiên sinh viên Hà Tĩnh .Huế.
",6 ngày trước
175606746,131980684,CHo thuê phòng trọ phường Thanh Khê,2000000,2 triệu/tháng,16,Quận Thanh Khê,Phường Thanh Khê Tây,"16.0650326,108.178456","Còn phòng trống khu vực Mẹ Nhu, Thanh Khê. Đầu tháng 5 vào ở được. Phòng trống, có nhà vệ sinh và gác lửng riêng. Trọ riêng không chung chủ",6 ngày trước
175935744,132262376,"phòng trọ giá rẻ, sạch sẽ ",1300000,"1,3 triệu/tháng",20,Quận Liên Chiểu,Phường Hòa Khánh Bắc,"16.0706795,108.1480658","phòng trọ giá rẻ, sạch sẽ, gần khu công nghiệp hoà khánh, gần chợ, gần trường học. rất phù hợp với gia đình công nhân làm việc ở khu công nghiệp. wifi miễn phí, tiền rác miễn phí. không chung chủ ",6 ngày trước
175954427,132278285,cho thuê phòng kv Khuê Mỹ,7000000,7 triệu/tháng,35,Quận Ngũ Hành Sơn,Phường Khuê Mỹ,"16.0302205,108.2525802","Dự án: 
Thông tin chi tiết: Phòng đầy đủ nội thất. Tủ lạnh. Tv. Bàn ghế. Giường nệm. Nóng lạnh. Điều hoà. Máy giặt chung.",6 ngày trước
175953509,132277451,Căn hộ thi sách cho thuê,7500000,"7,5 triệu/tháng",40,,,"16.0559913,108.2052433","Dự án: 
Thông tin chi tiết: Căn hộ mặt tiền đường thi sách
+diện tích: 50m2
+ phòng: 2 phòng + 1 gác lửng
+ tiện ích: 1 điều hoà, máy giặt, tủ lạnh, giường, máy nước nóng
+ phòng mát mẻ và sạch sẽ, cô chủ vui vẻ và hiền
+ vị trí: đường thi sách
+ giá thuê: 7.xxx 
+ điện nước tính giá theo chỉ đạo thành phố
+ phù hợp cho ở hộ gia đình nhỏ. khu vực an ninh không ngập lụt.
*** em xin không qua trung gian ạ. quan tâm inb hoặc điện thoại: ***",6 ngày trước
174450496,130994866,Cho thuê căn hộ studio đầy đủ nội thất tại V5 FPT sát Nam Kỳ Khởi Nghĩ,4000000,4 triệu/tháng,30,,,"15.9780924,108.2679474","Cho thuê căn hộ studio đầy đủ nội thất tại V5 FPT sát Nam Kỳ Khởi Nghĩa, trục Giá 4 triệu/tháng.

Quý Khách hàng gọi ngay 0905 318 *** (Zalo) để được tư vấn tận tình, chu đáo nhất.

BĐS Rồng Đỏ - chuyên FPT City Đà Nẵng.

Tận tâm - bảo mật - an toàn.

Chúng tôi gắn bó với FPT City từ những ngày đầu hình thành. Chúng tôi nắm rõ dự án để cung cấp cho bạn các Bất động sản ***.

Hotline: 0905 318 ***.
BĐS Rồng Đỏ - chuyên FPT City Đà Nẵng.
Văn phòng: V5. B05.50 & 51 Shophouse FPT.",7 ngày trước
175903397,132234272,"Phòng trọ cao cấp gần cầu Nguyễn Tri Phương gần đường 29/03, Hoà Xuân.",3500000,"3,5 triệu/tháng",25,,,"16.0019983,108.2199588","- Cho thuê phòng trọ cao cấp ngay cầu Nguyễn Tri Phương gần đường 29/03, Hoà Xuân, Đà Nẵng. 
- Có nội thất: Giường, tủ quần áo, bàn làm việc, điều hoà, quạt trần, tủ lạnh, máy giặt chung,…
- Ngày 11/05 có phòng trống. 
",7 ngày trước
175929160,132256532,"Phòng trọ điều hòa, tủ lạnh thoáng mát tại K267 Ngô Quyền",2550000,"2,55 triệu/tháng",20,,,"16.0878185,108.2425707","Cho thuê phòng trọ tại 267 Ngô Quyền :
👉Có điều hòa
👉 tủ lạnh
Phòng rộng dãi, thoáng mát, có điều hòa. Vệ sinh khép kín, bếp nấu ăn, kho để đồ. Có sân thượng tập thể dục, khu phơi đồ thoải mái.
Ra biển 200m, ra đường Ngô Quyền 100m, gần chợ Mân Thái, chợ chiều, gần trường cấp 1,2,3 và bệnh viện.
Ở gđ hoặc ở ghép đều được.
Khu vực an ninh tốt, yên tĩnh, có camera quan sát, giờ giấc tự do.
Lối đi riêng.
Chủ nhà thân thiện, vui tính",7 ngày trước
175927558,132255028,Cho thuê nhà 41/15/82 Nguyễn Lương Bằng,5500000,"5,5 triệu/tháng",100,,,"16.08689,108.1442807","Cho thuê nhà 41/15/82 Nguyễn Lương Bằng. Diện tích đất 220m2, diện tích nhà ở 100m2",1 tuần trước
175925373,132253572,Cho thuê trọ sv,1500000,"1,5 triệu/tháng",15,,,"16.0534112,108.1487964","Khu an ninh, thoáng mát , sạch sẽ, wc khép kín, bếp nấu ăn, giờ giấc tự do. Gần các trường ĐH, chợ, bệnh viện, siêu thị, bhx, kdc đông đúc. Thích hợp cho SV và đi làm văn phòng. Các cháu có nhu cầu LH cô hoa.***., cô ko nhận tn nhé các cháu. Cám ơn chotot đã duyệt tin.",1 tuần trước
175292713,131710400,"Phòng trọ cần cho thuê tại đường Trưng Nữ Vương, Hải Châu, Đà Nẵng",3000000,3 triệu/tháng,25,,,"16.0331097,108.2242356","Còn 1 phòng trọ cần cho thuê nằm tại số nhà H63/1 K448 Trưng Nữ Vương, Hải Châu, Đà Nẵng 
Giá thuê 3tr/tháng, ở không quá 2 người
Phòng có diện tích 25m2, có gác lửng. WC trong phòng.
Có điều hoà, bệ bếp, bồn rửa chén 
Có sân để xe, camera 24/7.",1 tuần trước
175539130,131922755,Nhà Nghỉ Việt Thương,120000,120000 đ/tháng,25,,,"15.9557912,108.1013637","🏨 MOTEL VIỆT THƯƠNG – PHÒNG SẠCH ĐẸP, GIÁ TỐT TẠI ĐÀ NẴNG

Bạn đang tìm một chỗ nghỉ sạch sẽ – thoải mái – giá hợp lý tại Đà Nẵng?
Motel Việt Thương là lựa chọn phù hợp cho bạn!

✔️ Phòng sạch sẽ, thoáng mát
✔️ Giường nệm êm ái, phòng luôn được dọn kỹ sau mỗi lượt khách
✔️ Có máy lạnh, wifi mạnh, TV, nước nóng đầy đủ
✔️ Không gian yên tĩnh, riêng tư, phù hợp nghỉ ngơi hoặc công tác

📍 Vị trí thuận tiện: gần chợ, khu dân cư, dễ di chuyển
💰 Giá phòng hợp lý – phù hợp ở ngắn ngày và dài ngày

👉 Nhận phòng nhanh – không thủ tục rườm rà
👉 Có hỗ trợ khách đến trễ

📞 Liên hệ/Zalo: 0935 207 564
📍 Motel Việt Thương – Đà Nẵng",1 tuần trước
175915808,132245805,Cho thuê trọ tại trung tâm Thành Phố,3000000,3 triệu/tháng,25,,,"16.0636784,108.2133627","Dự án: 
Thông tin chi tiết: Cần cho thuê phòng trọ tại vị trí gần trung tâm thành phố. Xung quanh là các tuyến đường chính như Lê Duẩn, Nguyễn Văn Linh, Hùng Vương. Gần các trường đại học như Kinh Tế, Duy Tân, Ngoại Ngữ,… Trọ ở riêng không ở chung với chủ, điện nước sinh hoạt tự tính riêng, có sẵn điều hoà và nước nóng lạnh. Mọi thông tin chi tiết vui lòng liên hệ ***",1 tuần trước
175874792,132209812,cho thuê phòng tầng 3,3000000,3 triệu/tháng,30,,,"16.0805678,108.1589765","Dự án: 
Thông tin chi tiết: 1 phòng ngủ,  toilét, bếp,ban công, sân thượng, thoáng mát yên tĩnh, gần trường học, biển.",1 tuần trước
175911870,132241529,Cho thuê phòng,1200000,"1,2 triệu/tháng",20,,,"16.0534112,108.1487964","Cho thuê phòng trọ kiệt 36 Mẹ Suốt, gần trường ĐH Sư Phạm, nhà thuốc, bệnh viện, Siêu thị Vinmart, chợ hòa khánh nam, an ninh, sạch sẽ",1 tuần trước
175256245,131679049,"CHO THUÊ PHÒNG THÔNG THOÁNG NGAY ĐH FPT, GIÁ RẺ SINH VIÊN",2900000,"2,9 triệu/tháng",35,,,"15.9761928,108.2560292","CHO THUÊ PN TRỌ CAO CẤP – GÁC LỬNG RỘNG RÃI 🌟 MỚI XÂY XONG  

📍 Địa chỉ: 12 Trà Khê 8, Ngũ Hành Sơn
💰 Giá thuê: Chỉ từ 2 tr800/ phòng  😱😱
📍PN GÁC LỬNG SIÊU RỘNG Ở TỪ 2-3 bạn thoải mái
🛋️  FULL NỘI THẤT: Điều hoà, nóng lạnh, tủ lạnh, tủ quần áo, nệm --> chỉ việc dọn vào ở 🧰
📍CÓ THANG MÁY, FREE WIFI, MÁY GIẶT CHUNG.
📍Giờ giấc tự do, không chung chủ
📍Camera an ninh, nhà xe rộng rãi
🗺️ Vị trí thuận tiện: ngay làng đại học, khu FPT.
Nhận Phòng từ ngày 05/05",1 tuần trước
175903847,132234657, PHÒNG GÁC LỬNG KHU FPT CÓ BAN CÔNG THOÁNG MÁT,3000000,3 triệu/tháng,25,,,"15.986558,108.2674092","🌿 PHÒNG GÁC LỬNG CÓ BAN CÔNG GẦN ĐẠI HỌC FPT 
-- -- --
📍Vị trí: Tòa nhà December ngay cạnh ĐH FPT, Ngũ Hành Sơn
- Sẵn điều hòa, nóng lạnh, kệ bếp
- Ban công thoáng mát.
- Điện 3k8/kwh, nước 70k/người, phí dịch vụ 50k/người
- Cọc 1 tháng, thanh toán từng tháng.",1 tuần trước
175898069,132229531,Pass phòng còn 3 tháng HĐ,3800000,"3,8 triệu/tháng",25,,,"16.0482589,108.1754804","Mình cần pass gấp trọ 3tr8 ở đường Nguyễn Đình Tứ để về quê ạ, bạn nào ở sớm mình hỗ trợ 500k tiền cọc ạ",1 tuần trước
175847455,132186443,CHO THUE PHONG TRO CAM LE - DA NNAG,1200000,"1,2 triệu/tháng",15,,,"16.0122832,108.1992015","Cho thuê phòng trọ ở KCN Hoà Cầm, Cẩm Lệ, Đà Nẵng
Cách trung tâm thành phố 5-7km
",1 tuần trước
175895148,132227175,cho thuê phòng trọ sau bến xe,4000000,4 triệu/tháng,18,,,"16.0439709,108.1789834","Dự án: 
Thông tin chi tiết: Đầy đủ trang thiết bị, máy giặt ban công, thang máy",1 tuần trước
175853441,132191415,căn hộ mini,2500000,"2,5 triệu/tháng",35,,,"16.0770582,108.1369375",ngay chợ An Ngãi Đông chợ Thanh Vinh có trường mẫu giáo cấp 1 2 3 gần các khu công nghiệp rất thuận tiện cho việc học tập và làm việc ,1 tuần trước
175878852,132213174,"CĂN HỘ FULL NỘI THẤT – ĐƯỜNG HỒ TÙNG MẬU, LIÊN CHIỂU",4200000,"4,2 triệu/tháng",20,,,"16.0780294,108.1604759","• 💰 Giá thuê: 4.200.000/tháng

• ✨ Tiện nghi: Căn hộ được trang bị full nội thất hiện đại, không gian sạch sẽ và thoáng mát, sẵn sàng dọn vào ở ngay.

• 📍 Vị trí đắc địa: Đường Hồ Tùng Mậu, Liên Chiểu. Đây là khu vực có vị trí cực kỳ thuận tiện:
• Sát biển, tận hưởng không khí trong lành.
• Gần siêu thị MM Mega Market, thuận tiện mua sắm.
• Gần trường Đại học Bách Khoa Đà Nẵng, rất phù hợp cho sinh viên hoặc giảng viên.

• 📅 Trạng thái: Trống sẵn, hỗ trợ xem phòng trực tiếp.

📞 Liên hệ: *** (Zalo/Whatsapp)",1 tuần trước
175871717,132207636,trống phòng trọ full nội thất,3800000,"3,8 triệu/tháng",20,,,"16.0859506,108.1513363","cho thuê căn phòng trọ ở liên chiểu. gần biển. đủ đồ nội thất, máy giặt, tắm nóng, máy lạnh, bếp. ... phòng ở được 2 người. giờ giấc tự do, không chung chủ. sân xe rộng rãi
wifi miễn phí, giá điện 3.4k/1kw. nước 50k 1 người, phí dịch vụ 100k/ tháng",1 tuần trước
175882823,132216606,TRỌ ĐIỀU HOÀ VÀ NÓNG LẠNH NGAY CHUNG CƯ VĂN TIẾN DŨNG,2900000,"2,9 triệu/tháng",35,,,"16.0029946,108.2195401","Dự án: 
Thông tin chi tiết: Dự án: 
RỘNG RÃI, MỚI XÂY, Có điều hoà và nóng lạnh ngay chung cư Văn Tiến Dũng
Ở được 3-4 người, nhà xe rộng
Không nuôi Pet
Số 24 Trung Lương 6- phòng tầng 3 ạ
Cuối tháng 5 có phòng ạ",1 tuần trước
173524246,130191297,"Căn hộ phòng khách sạn – Hoàng Diệu, Hải Châu",4800000,"4,8 triệu/tháng",20,,,"16.0507619,108.2181335","Cho thuê căn hộ  Studio rộng rãi gần cầu Trần Thị Lý
Địa chỉ : Hoàng Diệu - Gần Cầu Trần Thị Lý – ĐH DUY TÂN
🍑 Studio full nội thất  - gần chợ
🍑 Máy giặt riêng, có ban công phơi riêng từng phòng
🍑 Có thang máy, ra vào thẻ từ, không chung chủ, nhà xe riêng, an ninh.
📌 Điện 4,3K/kWh, 
📌 Nước, thang máy, rác : 150.000 VND / Người
‼️ THANH TOÁN 1 THÁNG CỌC 1 THÁNG
☎️***",1 tuần trước
175875749,132210638,CHO THUÊ PHÒNG 30M2 ĐẦY ĐỦ NỘI THẤT NGAY TRUNG TÂM - CHỈ NHẬN NỮ,5000000,5 triệu/tháng,30,,,"16.0685843,108.1984855","🏡 PHÒNG XINH NGAY TẠI TRUNG TÂM ĐÀ NẴNG (CHỈ NHẬN NỮ) 🏡

 Thông tin phòng trọ:
- Diện tích 30m² rộng rãi, ở 1–2 người cực kỳ thoải mái
- Full nội thất: điều hoà, giường, tủ lạnh, tủ quần áo, bếp, toilet riêng sạch sẽ. Bên cạnh đó, căn hộ bao gồm sân phơi rộng thoáng, chỗ gửi xe trong nhà,…

💰 Giá thuê: 5.000.000đ/tháng

📍 Vị trí: 8 Thuận An 6, Thanh Khê– Đà Nẵng
- Khu vực trung tâm, di chuyển thuận tiện đến các điểm tiện ích
- Bao quanh là chợ, siêu thị, quán ăn, cà phê, công viên, sân bay,…
- Khu dân cư yên tĩnh, an ninh tốt, phù hợp cho người đi làm & sinh viên
- Gần biển, không khí mát mẻ, đường rộng 7.5m 

Chỉ cho nữ thuê – đảm bảo môi trường sống an toàn, văn minh

 Ưu tiên người ở lâu dài, gọn gàng, sạch sẽ. Inbox ngay: ***",1 tuần trước
175454721,131849871,"cho thuê căn hộ mini gần ĐH Fpt, Việt Hàn",2200000,"2,2 triệu/tháng",18,,,"15.9756771,108.2548086","Dự án: 
Thông tin chi tiết: Căn hộ an ninh, ko chung chủ, mặt tiền đường lớn, có nội thất, gần Đh Fpt, Việt Hàn. Ở 1-2 người và ko  nuôi pet. Liên hệ zalo theo số dt",1 tuần trước
175544029,131926962,Phòng trọ trung tâm thành phố 356/89 Hoàng Diệu.,2500000,"2,5 triệu/tháng",25,,,"16.0562861,108.217152","Phòng trọ trung tâm thành phố 356/89 Hoàng Diệu. Có bếp riêng, WC riêng
Chổ ở rộng rãi sạch sẽ (mới làm). Vị trí cao không ngập nước
Có vị trí lắp đặt điều hoà và bình nóng lạnh. Wifi miễn phí
Chổ để xe rộng rãi, Rác miễn phí.Đường kiệt lớn, ô tô vào được
Giờ giấc tự do, có lối đi riêng ko ãnh hưỡng đến chủ
Có đồng hồ điện nước riêng, Điện 3.5k/1kw; nước 10k/1m3
Khu vực an ninh Liên hệ ***-a Phú
",1 tuần trước
175871250,132206859,cho thuê nhà trọ vừa sạch sẽ gần Đại học Sư phạm,2500000,"2,5 triệu/tháng",24,,,"16.0534112,108.1487964",cho thuê phòng trọ sạch sẽ thoáng mát luôn luôn thông thoáng gần trường Đại học sư phạm có điều hòa wi-fi nước nóng lạnh an ninh tốt,1 tuần trước
175860743,132197747,cho thuê căn hộ,7000000,7 triệu/tháng,55,,,"15.982958,108.2334189","Dự án: 
Thông tin chi tiết: 📍CHO THUÊ CĂN HỘ TIỆN NGHI NHƯ NHÀ Ở. 
Căn hộ có 2 phòng ngủ riêng biệt .

Đà Nẵng 
218 Tô Hoài
Mô tả : 
🍀 Đầy đủ nội thất cao cấp mới, máy giặt riêng, bếp từ, tủ lạnh,....
🍀 Phòng thoáng mát,  có bạn công thoáng mát
🍀 Wifi free.
🍀 Điện 3,800/1kw, Nước 100.000/người trên tháng 
🍀 Thang máy
🍀 Giờ giấc tự do in
🍀 Vị trí thuận tiện đi lại 
🍀 Phù hợp với gia đình 
Không khí vô cùng trong lành, yên tĩnh 

💶 Giá thuê chỉ 7000.000/ tháng /phòng 

📲 Liên hệ chính chủ *** Call/Zalo
Để biết thêm thông tin chi tiết!!l",1 tuần trước
175080827,131531366,"NHÀ TRỌ ĐƯỜNG TRẦN VĂN DƯ, NGŨ HÀNH SƠN, ĐÀ NẴNG",2700000,"2,7 triệu/tháng",20,,,"16.0476897,108.2466488","CHO THUÊ NHÀ TRỌ CÓ GÁC LỬNG, NHƯ KÝ TÚC XÁ SINH VIÊN, ĐƯỜNG TRẦN VĂN DƯ, GẦN CHỢ BẮC MỸ AN, NGŨ HÀNH SƠN, ĐÀ NẴNG

- Vị trí đẹp, 2 phút đến chợ Bắc Mỹ An, 3 phút đến cầu Tiên Sơn hoặc bãi biển, 5 phút đến Đại Học Kinh Tế ĐN. Giao thông thuận tiện.
- Lối đi riêng, giờ giấc tự do. Có chỗ để xe. Khu vực dân trí cao, an ninh bảo đảm.
- Diện tích rộng, toilet riêng, cửa sổ, bếp, đặc biệt có gác lửng, đảm bảo không gian rộng rãi và sạch sẽ.
- Máy giặt, Internet tốc độ cao miễn phí 24/24. Điện nước giá rẻ.
- Phù hợp cho gia đình, người đi làm và sinh viên.

Giá thuê ưu đãi: 2,7 triệu/tháng/phòng. Ưu tiên sinh viên. 

Chi tiết liên hệ cô Ngân.",1 tuần trước
175816882,132188237,"Phòng trọ P. Thanh Khê Tây, Q. Thanh Khê",2000000,2 triệu/tháng,14,,,"16.0720556,108.1787232","Cho thuê phòng trọ tại số nhà 05 đường Phục Đán (158/07 đường Dũng Sĩ Thanh Khê), đường 5,5m. DT 14m2, WC, điện, nước riêng. An ninh tốt. Gần trường Cao đẳng thương mại, đại học Thể dục thể thao, gần biển. LH A Trí: ***",1 tuần trước
175814007,132157914,"căn hộ trong nhà nguyên căn không chung chủ,máy lanh,quạt,toilet riêng",3000000,3 triệu/tháng,18,,,"16.0206627,108.2469107","Dự án: 
Thông tin chi tiết: Căn hộ trong nhà nguyên căn tâng 2 ,khu Nam Việt A ,không chung chủ , sach sẽ , máy lạnh, quạt nhà vệ sinh riêng trong phòng . Phù hợp người đi làm cần chỗ nghỉ ngơi yên tĩnh , sinh viên cần chỗ yên tĩnh học tâp . Gần kinh tế , fpt, đại học y dược , bện viện 600 giường.",2 tuần trước
175438104,131835528,Phòng trọ cao cấp BẾN XE đầy đủ tiện nghi nội thất trống sẵn ở ngay ạ🔥,2300000,"2,3 triệu/tháng",20,,,"16.0657336,108.1695504","🍀 NGAY CAO ĐẲNG FPT NGUYỄN HUY TƯỞNG
🍀 ĐH ĐUY TÂN , ĐH BÁCH KHOA , ĐH SƯ PHẠM 
🚗 Vị trí: 87 Nguyễn Viết Xuân ( Đối diện Bến Xe ngay cầu ngã ba Huế )
📖Mô tả :
------------------------——
- Full nội thất, công năng đầy đủ
- Cách đại học Duy Tân (Hoà Khánh) chỉ 2km
- Cửa sổ lớn, ban công thoáng mát
- Giờ giấc tự do, ko chung chủ
- Bãi đậu xe rộng rãi
- Bếp chung, máy giặt mới , sân phơi
- Di chuyển thang bộ, có camera an ninh tất cả các tầng
• Giá chỉ từ :
Đơn : 2.300.000 - 2.600.000đ /2ng/ tháng
Đôi rộng cửa sổ , Đơn ban công : 2.800.000 - 3.500.000đ /4ng/ tháng
Căn hộ 2PN-3WC ( điều hoà , nóng lạnh , máy giặt , tủ lạnh ) có phòng bếp riêng biệt: 6.500.000đ / tháng
--------------------------
📲📲 Liên Hệ Anh nha  : 0.9.3.5…………000008",2 tuần trước
