source,title,price_text,area_m2,district,description,url,crawled_at
phongtro123,Cho thuê phòng trọ tại khu vực trung tâm Thanh Khê,1.5 triệu/tháng,12,"Thanh Khê, Đà Nẵng","Cho thuê phòng trọ tại khu vực trung tâm Thanh Khê 1.5 triệu/tháng 12 m 2 Thanh Khê, Đà Nẵng Mình đăng tin cho thuê giùm chủ nhàChính chủ còn 1 phòng trống cho thuê rộng 12m2, sạch đẹpCó toilet riêng, có chỗ để xe riêngKvuc an ninh, chủ nhà thân… 2 năm trước",https://phongtro123.com/con-1-phong-trong-cho-thue-khu-vuc-trung-tam-thanh-khe-pr650924.html,2026-05-15T11:07:02
phongtro123,"Cho thuê phòng sạch sẽ, thang máy 299 Nguyễn Hữu Thọ, Hòa Cường Bắc, Hải Châu",2.8 triệu/tháng,25,"Hải Châu, Đà Nẵng","Cho thuê phòng sạch sẽ, thang máy 299 Nguyễn Hữu Thọ, Hòa Cường Bắc, Hải Châu 2.8 triệu/tháng 25 m 2 Hải Châu, Đà Nẵng Cho thuê phòng sạch sẽ, thang máy 299 Nguyễn Hữu Thọ, Hòa Cường Bắc, Hải ChâuFULL nội thất, di chuyển bằng thang máyCó thang máy và máy giặt, sấyKhu… 2 năm trước",https://phongtro123.com/cho-thue-phong-sach-se-thang-may-299-nguyen-huu-tho-hoa-cuong-bac-hai-chau-pr650766.html,2026-05-15T11:07:02
phongtro123,"Cho thuê phòng trọ có gác lửng, sạch thoáng tại 25 Bàu Mạc 15, gần ĐH Bách Khoa Đà Nẵng",1.8 triệu/tháng,15,"Liên Chiểu, Đà Nẵng","Cho thuê phòng trọ có gác lửng, sạch thoáng tại 25 Bàu Mạc 15, gần ĐH Bách Khoa Đà Nẵng 1.8 triệu/tháng 15 m 2 Liên Chiểu, Đà Nẵng Cho thuê phòng trọ có gác tại 25 Bàu Mạc 15, Liên ChiểuCách ĐH Bách Khoa Đà Nẵng chỉ 2kmPhòng thoáng, sạch sẽ, không chung chủỞ được 3 người, giờ… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-co-gac-lung-sach-thoang-tai-25-bau-mac-15-gan-dh-bach-khoa-da-nang-pr650716.html,2026-05-15T11:07:02
phongtro123,"Cho thuê căn hộ mini có thang máy, sạch sẽ, thoáng ngay Võ Chí Công, Hòa Xuân, Cẩm Lệ",3.5 triệu/tháng,30,"Cẩm Lệ, Đà Nẵng","Cho thuê căn hộ mini có thang máy, sạch sẽ, thoáng ngay Võ Chí Công, Hòa Xuân, Cẩm Lệ 3.5 triệu/tháng 30 m 2 Cẩm Lệ, Đà Nẵng Cho thuê căn hộ mini có thang máy, sạch sẽ, thoáng ngay Võ Chí Công, Hòa Xuân, Cẩm LệKhu gần đại học Ngoại Ngữ, Đông Á, Việt Hàn, FPT, Kiến Trúc, Y… 2 năm trước",https://phongtro123.com/cho-thue-can-ho-mini-co-thang-may-sach-se-thoang-ngay-vo-chi-cong-hoa-xuan-cam-le-pr650715.html,2026-05-15T11:07:06
phongtro123,"Cho thuê phòng trọ không chung chủ, gần đại học Đông Á, Kiến Trúc ở 12 đường Trường Sơn, Cẩm…",1.4 triệu/tháng,20,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ không chung chủ, gần đại học Đông Á, Kiến Trúc ở 12 đường Trường Sơn, Cẩm… 1.4 triệu/tháng 20 m 2 Cẩm Lệ, Đà Nẵng Cho thuê phòng trọ không chung chủ ở 12 đường Trường Sơn, Cẩm Lệ, Đà NẵngDiện tích 20m2Gần đại học Đông Á, đại học Kiến TrúcCó chỗ đậu xe,… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-khong-chung-chu-gan-dai-hoc-dong-a-kien-truc-o-12-duong-truong-son-cam-le-da-nang-pr650666.html,2026-05-15T11:07:06
phongtro123,"Cho thuê phòng trọ có gác, sạch sẽ, thoáng đường Nguyễn Đình Hoàn, Sơn Trà",2 triệu/tháng,20,"Sơn Trà, Đà Nẵng","Cho thuê phòng trọ có gác, sạch sẽ, thoáng đường Nguyễn Đình Hoàn, Sơn Trà 2 triệu/tháng 20 m 2 Sơn Trà, Đà Nẵng Cho thuê phòng trọ có gác, sạch sẽ, thoáng đường Nguyễn Đình Hoàn, Sơn TràPhòng rộng rãi, có kệ bếpKhu không ngập lụt, không chung chủ, ở khu biệt… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-co-gac-sach-se-thoang-duong-nguyen-dinh-hoan-son-tra-pr650662.html,2026-05-15T11:07:06
phongtro123,"Cho thuê căn hộ mini sạch sẽ, nội thất cơ bản Đường Đá Mọc 1, Hòa Minh, Liên Chiểu",2.5 triệu/tháng,45,"Liên Chiểu, Đà Nẵng","Cho thuê căn hộ mini sạch sẽ, nội thất cơ bản Đường Đá Mọc 1, Hòa Minh, Liên Chiểu 2.5 triệu/tháng 45 m 2 Liên Chiểu, Đà Nẵng Cho thuê căn hộ mini sạch sẽ Đường Đá Mọc 1, Hòa Minh, Liên ChiểuDiện tích 45m2Phòng thoáng mát, rộng rãiNội thất cơ bản, có 1 phòng ngủ, chỗ nấu… 2 năm trước",https://phongtro123.com/cho-thue-can-ho-mini-sach-se-noi-that-co-ban-duong-da-moc-1-hoa-minh-lien-chieu-pr650659.html,2026-05-15T11:07:06
phongtro123,"Cho thuê căn hộ studio có máy giăt riêng, đủ NT, ở đường Đoàn Khuê, gần ĐH Kinh Tế, chợ Khuê Mỹ",4 triệu/tháng,25,"Ngũ Hành Sơn, Đà Nẵng","Cho thuê căn hộ studio có máy giăt riêng, đủ NT, ở đường Đoàn Khuê, gần ĐH Kinh Tế, chợ Khuê Mỹ 4 triệu/tháng 25 m 2 Ngũ Hành Sơn, Đà Nẵng Cho thuê căn hộ studio thoáng mát, đủ NT, ở đường Đoàn Khuê, gần ĐH Kinh Tế, chợ Khuê MỹNgay khu Nam Việt Á (NHS), gần bệnh viện 600 giườngCăn có máy… 2 năm trước",https://phongtro123.com/cho-thue-can-ho-studio-co-may-giat-rieng-du-nt-o-duong-doan-khue-gan-dh-kinh-te-cho-khue-my-pr650657.html,2026-05-15T11:07:06
phongtro123,"Cho thuê căn hộ studio mới thoáng mát, có cửa sổ ngay Đường Diên Hồng, gần cầu Hòa Xuân, Đà Nẵng",3.5 triệu/tháng,25,"Cẩm Lệ, Đà Nẵng","Cho thuê căn hộ studio mới thoáng mát, có cửa sổ ngay Đường Diên Hồng, gần cầu Hòa Xuân, Đà Nẵng 3.5 triệu/tháng 25 m 2 Cẩm Lệ, Đà Nẵng Cho thuê căn hộ studio mới thoáng mátĐịa chỉ: Diên Hồng, Phường Hòa Xuân, Quận Cẩm LêjKhu vực gần chợ đầu mối, cầu Hòa Xuân, Đại học Đông Á,… 2 năm trước",https://phongtro123.com/cho-thue-can-ho-studio-moi-thoang-mat-co-cua-so-ngay-duong-dien-hong-gan-cau-hoa-xuan-da-nang-pr650654.html,2026-05-15T11:07:06
phongtro123,"Cho thuê căn hộ sạch đẹp, thoáng ngay đường Hoàng Xuân Nhị, gần đại học Kiến Trúc, đại học…",3.7 triệu/tháng,25,"Hải Châu, Đà Nẵng","Cho thuê căn hộ sạch đẹp, thoáng ngay đường Hoàng Xuân Nhị, gần đại học Kiến Trúc, đại học… 3.7 triệu/tháng 25 m 2 Hải Châu, Đà Nẵng Cho thuê căn hộ sạch đẹp, thoáng ngay đường Hoàng Xuân NhịVị trí giao thông thuận tiện, gần đại học Kiến Trúc, đại học Đông ÁCăn được trang… 2 năm trước",https://phongtro123.com/cho-thue-can-ho-sach-dep-thoang-ngay-duong-hoang-xuan-nhi-gan-dai-hoc-kien-truc-dai-hoc-dong-a-pr650650.html,2026-05-15T11:07:06
phongtro123,Cho thuê phòng trọ ở trung tâm thành phố Đà Nẵng,1.9 triệu/tháng,18,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ ở trung tâm thành phố Đà Nẵng 1.9 triệu/tháng 18 m 2 Hải Châu, Đà Nẵng Cho thuê phòng trọ rộng 14 - 18m2 tại 132 Duy Tân, phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng.Có nhà tắm, tollet, kệ nấu ăn.Phòng đang trống có… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-o-trung-tam-thanh-pho-da-nang-pr646533.html,2026-05-15T11:07:06
phongtro123,Cho thuê phòng trọ có gác lửng ngay công viên Bình An. Giá 2tr,2 triệu/tháng,40,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ có gác lửng ngay công viên Bình An. Giá 2tr 2 triệu/tháng 40 m 2 Hải Châu, Đà Nẵng Tôi cho thuê phòng trọ có gác lững 20m2Phòng có dt 20m2, dtsd 40m2.1 wc khép kín.Thích hợp ở được 2 ngươi.Giá 2 triệuĐiện 3,500đ/ 1chu. Nươc 40k /… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-co-gac-lung-ngay-cong-vien-binh-an-gia-2trieu-pr650512.html,2026-05-15T11:07:06
phongtro123,"Cho thuê phòng trọ sạch đẹp, sẵn nội thất, có thang máy ngay 138 Lê Duẩn cuối tháng 3 trống",3.3 triệu/tháng,25,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ sạch đẹp, sẵn nội thất, có thang máy ngay 138 Lê Duẩn cuối tháng 3 trống 3.3 triệu/tháng 25 m 2 Hải Châu, Đà Nẵng Cho thuê phòng trọ sạch đẹp, sẵn nội thất ngay 138 Lê Duẩn cuối tháng 3 trốngPhòng 201, phòng 501Phòng có bếp, thang máy tiện di chuyểnCó wifi, máy giặt… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-sach-dep-san-noi-that-co-thang-may-ngay-138-le-duan-cuoi-thang-3-trong-pr650393.html,2026-05-15T11:07:06
phongtro123,"31/3 trống phòng trọ ngay 75 Mai Xuân Thưởng, Thanh Khê, Đà Nẵng",2.5 triệu/tháng,75,"Thanh Khê, Đà Nẵng","31/3 trống phòng trọ ngay 75 Mai Xuân Thưởng, Thanh Khê, Đà Nẵng 2.5 triệu/tháng 25 m 2 Thanh Khê, Đà Nẵng 31/3 trống phòng trọ ngay 75 Mai Xuân Thưởng, Thanh Khê, Đà NẵngKhông điều hòa/ có nội thấtGía thuê 2,5 triệu/tháng (ở từ 1 đến 2 người)Phòng có… 2 năm trước",https://phongtro123.com/31-3-trong-phong-tro-ngay-75-mai-xuan-thuong-thanh-khe-da-nang-pr650387.html,2026-05-15T11:07:06
phongtro123,"Cho thuê phòng trọ có gác lửng, bếp, cửa sổ thoáng tại 172 Huỳnh Văn Nghệ, Ngũ Hành Sơn",1.8 triệu/tháng,20,"Ngũ Hành Sơn, Đà Nẵng","Cho thuê phòng trọ có gác lửng, bếp, cửa sổ thoáng tại 172 Huỳnh Văn Nghệ, Ngũ Hành Sơn 1.8 triệu/tháng 20 m 2 Ngũ Hành Sơn, Đà Nẵng Cho thuê phòng trọ có gác lửng, bếp, cửa sổ thoáng tại 172 Huỳnh Văn Nghệ, Ngũ Hành SơnPhòng mát mẻ, sạch sẽ, không có nội thấtGía thuê 1,8… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-co-gac-lung-bep-cua-so-thoang-tai-172-huynh-van-nghe-ngu-hanh-son-pr650385.html,2026-05-15T11:07:06
phongtro123,"Cho thuê phòng trọ mới sơn sửa, sẵn nội thất cơ bản K12/6 Trường Sơn, gần khu công nghiệp Hòa Cầm",1.6 triệu/tháng,20,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ mới sơn sửa, sẵn nội thất cơ bản K12/6 Trường Sơn, gần khu công nghiệp Hòa Cầm 1.6 triệu/tháng 20 m 2 Cẩm Lệ, Đà Nẵng Cho thuê phòng trọ mới sơn sửa K12/6 Trường Sơn, gần khu công nghiệp Hòa CầmPhòng mới được sơn sửa, có sẵn nội thất cơ bản, chỉ việc vô ởPhòng… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-moi-son-sua-san-noi-that-co-ban-k12-6-truong-son-gan-khu-cong-nghiep-hoa-cam-pr650317.html,2026-05-15T11:07:06
phongtro123,"Cho thuê phòng trọ có gác lửng, thoáng, có wc riêng ngay 38 Cổ Mân Lan 2, Cẩm Lệ",1.5 triệu/tháng,20,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ có gác lửng, thoáng, có wc riêng ngay 38 Cổ Mân Lan 2, Cẩm Lệ 1.5 triệu/tháng 20 m 2 Cẩm Lệ, Đà Nẵng Cuối tháng trống 1 phòng duy nhấtĐịa chỉ: 38 Cổ Mân Lan 2, phường Hòa Xuân, quận Cẩm Lệ, Đà Nẵng. Phòng có gác lửng thoáng mát và vệ sinh… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-co-gac-lung-thoang-co-wc-rieng-ngay-38-co-man-lan-2-cam-le-pr650312.html,2026-05-15T11:07:06
phongtro123,"Phòng trọ đường Bùi chát gần KCN Hoà Khánh, khu vực an ninh và tiện ích",,19,"Liên Chiểu, Đà Nẵng","Phòng trọ đường Bùi chát gần KCN Hoà Khánh, khu vực an ninh và tiện ích 750.000 đồng/tháng 19 m 2 Liên Chiểu, Đà Nẵng Cho thuê phòng trọ gần kcn Hoà Khánh. Phòng rộng rãi thoáng mát, có toilet riêng, có gác lửng.Gần chợ, gần trường học.Vui lòng liên hệ 0988433893 khi có nhu… 2 năm trước",https://phongtro123.com/phong-tro-19m2-duong-bui-chat-gan-kcn-hoa-khanh-pr646713.html,2026-05-15T11:07:06
phongtro123,Cho thuê phòng trọ full nội thất,2.4 triệu/tháng,30,"Liên Chiểu, Đà Nẵng","Cho thuê phòng trọ full nội thất 2.4 triệu/tháng 30 m 2 Liên Chiểu, Đà Nẵng Cho thuê phòng rộng 3-4 người ở full nội thất (tivi l, điều hoà, nóng lạnh, bếp,...) -KV Hoà Khánh-0934.859.688. Giá 2.4tr/thángĐc: sát số 159 Nguyễn Chánh-… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-full-noi-that-478-pr650151.html,2026-05-15T11:07:06
phongtro123,"Cho thuê phòng trọ K78/30/18 Lê Thanh Nghị gần chờ Hòa Cường, Đà Nẵng",2.3 triệu/tháng,20,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ K78/30/18 Lê Thanh Nghị gần chờ Hòa Cường, Đà Nẵng 2.3 triệu/tháng 20 m 2 Hải Châu, Đà Nẵng Cho thuê trọ khu vực Hải Châu Đà NẵngGía thuê 2,3 triệu/thángĐịa chỉ : K78/30/18 Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà NẵngKhu vực… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-k78-30-18-le-thanh-nghi-gan-cho-hoa-cuong-da-nang-pr649909.html,2026-05-15T11:07:06
phongtro123,"Cho thuê phòng trọ có cửa sổ tháng mát, nội thất đầy đủ ngay 158 Nguyễn Chí Thanh, Hải Châu",3 triệu/tháng,25,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ có cửa sổ tháng mát, nội thất đầy đủ ngay 158 Nguyễn Chí Thanh, Hải Châu 3 triệu/tháng 25 m 2 Hải Châu, Đà Nẵng Cho thuê phòng trọ có cửa sổ tháng mát, nội thất đầy đủ ngay 158 Nguyễn Chí Thanh, Hải ChâuPhòng 303 Phòng có bếp, được trang bị… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-co-cua-so-thang-mat-noi-that-day-du-ngay-158-nguyen-chi-thanh-hai-chau-pr649905.html,2026-05-15T11:07:06
phongtro123,"Welcome Xíu’s Home!! Home xinh giá rẻ - Free wifi, camera an ninh",1.3 triệu/tháng,22,"Liên Chiểu, Đà Nẵng","Welcome Xíu’s Home!! Home xinh giá rẻ - Free wifi, camera an ninh 1.3 triệu/tháng 22 m 2 Liên Chiểu, Đà Nẵng Thanh Vinh 4, cạnh khu công nghiệp HK, Chợ, trường học. Toilet, bếp khép kín, có gác lửng, phòng mới, cam an ninh miễn phí, wifi miễn phí.LH: 0983.008.084Mình… 2 năm trước",https://phongtro123.com/welcome-xiu-s-home-home-xinh-gia-re-free-wifi-camera-an-ninh-pr649872.html,2026-05-15T11:07:06
phongtro123,HP House ( All new 100%) Gần trục đường Xô Viết Nghệ Tĩnh,2.7 triệu/tháng,23,"Hải Châu, Đà Nẵng","HP House ( All new 100%) Gần trục đường Xô Viết Nghệ Tĩnh 2.7 triệu/tháng 23 m 2 Hải Châu, Đà Nẵng HP House (All new 100%) Chính chủ: Gần trục đường Xô Viết Nghệ Tĩnh- Gần Đại Học Kiến Trúc , Đông Á, Đại Học Ngoại ngữTiện ích: Gác đúc,… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-noi-that-moi-100-2-pr647578.html,2026-05-15T11:07:06
phongtro123,"CHO THUÊ: PHÒNG CÓ TẦNG (GÁC), GIÁ RẺ, KHÔNG GIAN RỘNG, THOÁNG MÁT",1 triệu/tháng,18,"Liên Chiểu, Đà Nẵng","CHO THUÊ: PHÒNG CÓ TẦNG (GÁC), GIÁ RẺ, KHÔNG GIAN RỘNG, THOÁNG MÁT 1 triệu/tháng 18 m 2 Liên Chiểu, Đà Nẵng Giá rẻ, không gian rộng rãi, thoáng mát, sạch sẻ, có không gian để xe, khu vực yên tĩnh, tính an ninh cao (vì gần cơ quan công an) không lo trộm cắp, nhà vệ… 2 năm trước",https://phongtro123.com/cho-thue-phong-co-tang-gac-gia-re-khong-gian-rong-thoang-mat-2-pr649873.html,2026-05-15T11:07:10
phongtro123,"Cho thuê phòng tại số nhà 63 Nguyễn Khánh Toàn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2.5 triệu/tháng,25,"Hải Châu, Đà Nẵng","Cho thuê phòng tại số nhà 63 Nguyễn Khánh Toàn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng 2.5 triệu/tháng 25 m 2 Hải Châu, Đà Nẵng Mình cần cho thuê phòng tại số 63 Nguyễn Khánh Toàn, P. Hòa Cường Bắc, Q. Hải Châu. Phòng mới xây nên sạch sẽ, thoáng mát, có gác lửng, diện tích từng… 2 năm trước",https://phongtro123.com/cho-thue-phong-tai-so-nha-63-nguyen-khanh-toan-pr595951.html,2026-05-15T11:07:10
phongtro123,"Cho thuê phòng trọ, phòng đẹp, giá rẻ",1.5 triệu/tháng,23,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ, phòng đẹp, giá rẻ 1.5 triệu/tháng 23 m 2 Cẩm Lệ, Đà Nẵng Cho thuê phòng trọ tại Phong Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà NẵngDiện tích: 15m2 + 8m2 gác lửng đổ mêCó bếp, toilet bên… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-phong-dep-gia-re-pr649615.html,2026-05-15T11:07:10
phongtro123,Cho thuê căn hộ giá từ 3tr đến 3tr5 đến 4tr và 4tr5 có nhiều căn để khách hàng chọn sdt: 0905776929,3 triệu/tháng,30,"Hải Châu, Đà Nẵng","Cho thuê căn hộ giá từ 3tr đến 3tr5 đến 4tr và 4tr5 có nhiều căn để khách hàng chọn sdt: 0905776929 3 triệu/tháng 30 m 2 Hải Châu, Đà Nẵng Cho thuê căn hộ giá từ 3tr đến 3tr5 đến 4tr và 4tr5 có nhiều căn để khách hàng chọnĐịa chỉ: 11/15 Phố Lý Thường Kiệt, Phường Thạch Thang, Quận Hải… 2 năm trước",https://phongtro123.com/cho-thue-can-ho-gia-tu-3tr-den-3tr5-den-4tr-va-4tr5-co-nhieu-can-de-khach-hang-chon-sdt-0905776929-pr649413.html,2026-05-15T11:07:10
phongtro123,"Phòng trọ 20, Lỗ Giáng 8, Cẩm Lệ, ĐN",1.9 triệu/tháng,20,"Cẩm Lệ, Đà Nẵng","Phòng trọ 20, Lỗ Giáng 8, Cẩm Lệ, ĐN 1.9 triệu/tháng 20 m 2 Cẩm Lệ, Đà Nẵng Phòng trọ 20, Lỗ Giáng 8, Cẩm Lệ, ĐNPhòng mới, sạch, thoáng, toilet riêng, sân phơi, chỗ để xe, wifi miễn phí, chung chủ, camera an ninh. 2 năm trước",https://phongtro123.com/phong-tro-20-lo-giang-8-cam-le-dn-pr649128.html,2026-05-15T11:07:10
phongtro123,Còn 01 phòng trọ cho thuê đường Phan Văn Định,1.5 triệu/tháng,22,"Liên Chiểu, Đà Nẵng","Còn 01 phòng trọ cho thuê đường Phan Văn Định 1.5 triệu/tháng 22 m 2 Liên Chiểu, Đà Nẵng Phòng trọ đường Bàu Mạc 19, trong khu dự án Pandora City; đường 7,5m; trước mặt công viên. Gần trường học, chợ.Diện tích sử dụng: 18m2-20m2 bao gồm:… 2 năm trước",https://phongtro123.com/tinh-thanh/da-nang/cho-thue-phong-tro-duong-phan-van-dinh.html,2026-05-15T11:07:10
phongtro123,"Cho Thuê Phòng Mới Xây Đường Trần Văn Cẩn, Hoà Xuân",2.6 triệu/tháng,30,"Cẩm Lệ, Đà Nẵng","Cho Thuê Phòng Mới Xây Đường Trần Văn Cẩn, Hoà Xuân 2.6 triệu/tháng 30 m 2 Cẩm Lệ, Đà Nẵng Cho thuê phòng mới xây 100% đường Trần Văn Cẩn, Hoà Xuân, Cẩm Lệ, Đà Nẵng. Vị trí thuộc khu vực dân cư sầm uất, ngay ngã tư giao Văn Tiến Dũng. Trong… 2 năm trước",https://phongtro123.com/cho-thue-phong-moi-xay-mat-tien-duong-tran-van-can-hoa-xuan-pr646944.html,2026-05-15T11:07:10
phongtro123,"Cho thuê phòng trọ (riêng chủ) gần chợ, gần trường học tại Thanh Khê",1.5 triệu/tháng,15,"Thanh Khê, Đà Nẵng","Cho thuê phòng trọ (riêng chủ) gần chợ, gần trường học tại Thanh Khê 1.5 triệu/tháng 15 m 2 Thanh Khê, Đà Nẵng Cho thuê phòng trọ, diện tích 15m2; có các điều kiện tốt như sau:- Sàn, tường gạch men sạch sẽ.- Nhà vệ sinh, bếp riêng.- Chỗ để xe rộng rãi, đảm… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-rieng-chu-gan-cho-gan-truong-hoc-tai-thanh-khe-2-pr624923.html,2026-05-15T11:07:10
phongtro123,"Phòng trọ mới xây tại 28 Phạm Văn Ngôn, Phường Hòa Khánh Bắc, Quận Liên Chiểu",1.8 triệu/tháng,32,"Liên Chiểu, Đà Nẵng","Phòng trọ mới xây tại 28 Phạm Văn Ngôn, Phường Hòa Khánh Bắc, Quận Liên Chiểu 1.8 triệu/tháng 32 m 2 Liên Chiểu, Đà Nẵng Nhận cọc phòng từ hôm nayKhai trương m6 tết! số lượng giới hạn, nhanh tay đăng ký!!!KHÔNG NGẬP - KHU AN NINH - ĐẦY ĐỦ TIỆN NGHIThang Máy hiện… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-nang-cap-moi-100-thanh-can-ho-pr646591.html,2026-05-15T11:07:10
phongtro123,"Phòng trọ quận Sơn Trà, Đà Nẵng chỉ cần xách vali vào ở - 2.5 triệu/tháng",2.5 triệu/tháng,20,"Sơn Trà, Đà Nẵng","Phòng trọ quận Sơn Trà, Đà Nẵng chỉ cần xách vali vào ở - 2.5 triệu/tháng 2.5 triệu/tháng 20 m 2 Sơn Trà, Đà Nẵng Phòng trọ quận Sơn Trà, Đà Nẵng chỉ cần xách vali vào ở - 2.5 triệu/tháng-Vị trí: 20 Hà Bổng, Phước Mỹ, Sơn Trà, Đà Nẵng-Phòng đầy đủ tiện… 2 năm trước",https://phongtro123.com/phong-tro-quan-son-tra-da-nang-chi-can-xach-vali-vao-o-2-trieu-thang-pr638019.html,2026-05-15T11:07:10
phongtro123,Cho thuê phòng trọ trung tâm Đà Nẵng kiệt Nguyễn Văn Linh giá rẻ sv,1.6 triệu/tháng,12,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ trung tâm Đà Nẵng kiệt Nguyễn Văn Linh giá rẻ sv 1.6 triệu/tháng 12 m 2 Hải Châu, Đà Nẵng Còn 1 phòng cho thuê ngay trung tâm tp cách cầu rồng 600m. Ngay nguyễn văn linh giao nguyễn hoàng, rất thuận tiện cho việc đi lại, gần bvien, chợ, tạp hóa siêu… 2 năm trước",https://phongtro123.com/cho-thue-phong-ngay-trung-tam-tp-gia-re-sv-pr611095.html,2026-05-15T11:07:10
phongtro123,Cho thuê phòng trọ ở trung tâm thành phố,1.9 triệu/tháng,18,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ ở trung tâm thành phố 1.9 triệu/tháng 18 m 2 Hải Châu, Đà Nẵng Cho thuê phòng cho trọ ở q Hải Châu, thoáng mát sạch đẹp, yên tĩnh giá chỉ từ 1,9 tr/th/ng đến 2,1tr/th/2ng có Tolet, bếp nấu, có gác lưng. Thang máy, nơi để… 2 năm trước",https://phongtro123.com/tinh-thanh/da-nang/cho-thue-phong-tro-o-trung-tam-thanh-pho.html,2026-05-15T11:07:10
phongtro123,"Cho thuê phòng trọ có máy lạnh, khu an ninh, 45m2 ngay Hà Huy Giáp, Hải Châu",2 triệu/tháng,45,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ có máy lạnh, khu an ninh, 45m2 ngay Hà Huy Giáp, Hải Châu 2 triệu/tháng 45 m 2 Hải Châu, Đà Nẵng Cho thuê phòng có máy lạnh 45m2Vị trí: Hà Huy Giáp, Phường Hòa Cường Nam, Quận Hải Châu, Đà NẵngGiá thuê 2 Triệu chưa tính điện nước Phí dịch… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-co-may-lanh-khu-an-ninh-45m2-ngay-ha-huy-giap-hai-chau-pr647916.html,2026-05-15T11:07:10
phongtro123,"Cho thuê phòng trọ có bếp chung, đủ nội thất 237 Ngô Quyền giá từ 2xxx",2 triệu/tháng,25,"Sơn Trà, Đà Nẵng","Cho thuê phòng trọ có bếp chung, đủ nội thất 237 Ngô Quyền giá từ 2xxx 2 triệu/tháng 25 m 2 Sơn Trà, Đà Nẵng Cho thuê phòng trọ đủ nội thất, siêu đẹpĐịa chỉ: 237 Ngô Quyền, Phường Mân Thái, Quận Sơn Trà, Đà NẵngPhòng bếp chung, giặt riêngPhòng trống… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-co-bep-chung-du-noi-that-237-ngo-quyen-pr647914.html,2026-05-15T11:07:10
phongtro123,"Cho thuê phòng trọ có gác lửng, cửa sổ, ngay 101/1 Lê Hữu Trác, Sơn Trà gần trường CĐ Lương thực…",2.1 triệu/tháng,22,"Sơn Trà, Đà Nẵng","Cho thuê phòng trọ có gác lửng, cửa sổ, ngay 101/1 Lê Hữu Trác, Sơn Trà gần trường CĐ Lương thực… 2.1 triệu/tháng 22 m 2 Sơn Trà, Đà Nẵng Cho thuê phòng trọ gác lửng, có cửa sổ thoáng mátỞ tầng 3, Diện tích 22m2Đc: 101/1 Lê Hữu Trác, Sơn Trà, Đà NẵngKhu vực tiện di chuyển trước… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-co-gac-lung-cua-so-ngay-101-1-le-huu-trac-son-tra-gan-truong-cd-luong-thuc-thuc-pham-pr647822.html,2026-05-15T11:07:10
phongtro123,"Cho thuê phòng trọ có bếp, wc riêng, sạch sẽ tại 123/106 cù chính Lan",1.5 triệu/tháng,25,"Thanh Khê, Đà Nẵng","Cho thuê phòng trọ có bếp, wc riêng, sạch sẽ tại 123/106 cù chính Lan 1.5 triệu/tháng 25 m 2 Thanh Khê, Đà Nẵng Cho thuê phòng trọ sạch sẽ và mát mẻ tại 123/106 cù chính Lan Phòng có bếp và toilét sạch sẽ như ảnhCó hiên rộng thoải mái Giao thông thuận tiện, có… 2 năm trước",https://phongtro123.com/cho-thue-phong-tro-co-bep-wc-rieng-sach-se-tai-123-106-cu-chinh-lan-pr647776.html,2026-05-15T11:07:10
